,index,text_d_mkt_mean,text_d_mkt_std,text_d_mkt_min,text_d_mkt_p25,text_d_mkt_p50,text_d_mkt_p75,text_d_mkt_max
46,49,0.13228979531091978,0.07017163182902017,0.0,0.08478593826293945,0.1164259910583496,0.16016089916229248,0.5524466037750244
47,50,0.13113323195537516,0.06930859527716787,0.0,0.08411836624145508,0.11529022455215455,0.1587843894958496,0.5524466037750244
48,51,0.1306904361258325,0.0695460581124823,0.0,0.08339822292327881,0.11451870203018187,0.15846791863441467,0.5524466037750244
49,52,0.12967245262644833,0.06857726201095488,0.0,0.08344405889511108,0.11391115188598633,0.15666469931602478,0.5524466037750244
50,53,0.12961083876359894,0.06853848702016983,0.0,0.08342289924621582,0.11386638879776,0.15660274028778076,0.5524466037750244
51,54,0.05456411838531493,,0.05456411838531493,0.05456411838531493,0.05456411838531493,0.05456411838531493,0.05456411838531493
52,55,0.10400978326797486,0.051448893998684214,0.05456411838531493,0.06448240578174591,0.07818609476089478,0.1478348672389984,0.18588435649871826
53,56,0.1056268850962321,0.04512283724368395,0.05456411838531493,0.0722772479057312,0.08662450313568115,0.13990959525108337,0.18588435649871826
54,58,0.17982869148254393,0.053533830137305755,0.08968853950500487,0.15946944057941437,0.17579135298728943,0.19600984454154968,0.2677143812179565
55,59,0.15978375786826723,0.05134696773928376,0.08049958944320679,0.12561935186386108,0.15873372554779053,0.1928876638412476,0.2677143812179565
56,60,0.1338132412144632,0.050930512638744964,0.05459541082382202,0.09523105621337889,0.1269606351852417,0.1730809360742569,0.2677143812179565
57,61,0.1318226049343745,0.06219640058070094,0.035767197608947754,0.08202613890171051,0.11982336640357971,0.1771637797355652,0.34466737508773804
58,62,0.12321468996025665,0.059551499861118525,0.035767197608947754,0.07573547959327698,0.1044502854347229,0.16917002201080322,0.34466737508773804
59,63,0.13275058685787142,0.05542425325026544,0.035767197608947754,0.08580517768859862,0.12770190834999084,0.17277656495571136,0.34466737508773804
