,ES_name,score,pass,reviewscount,es_installer_id,ES_areaofservice,ES_link,TTS_names,tts_name,year,unit_price_avg
0,Sunnova Energy Corporation ,80,1,,20454,,https://www.energysage.com/supplier/20454/sunnova/,sunnova,sunnova,2016.0,0.00015722468378953636
1,Sunnova Energy Corporation ,80,1,,20454,,https://www.energysage.com/supplier/20454/sunnova/,sunnova,sunnova,2017.0,11.904764175415039
2,Sunnova Energy Corporation ,80,1,,20454,,https://www.energysage.com/supplier/20454/sunnova/,sunnova,sunnova,2015.0,1.996771216392517
3,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2016.0,3.877919912338257
4,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2017.0,3.4298720359802246
5,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2000.0,11.76273250579834
6,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2003.0,6.457291603088379
7,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2004.0,7.191808700561523
8,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2005.0,7.432183265686035
9,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2006.0,8.424166679382324
10,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2007.0,8.731293678283691
11,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2008.0,8.31126594543457
12,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2009.0,8.032363891601562
13,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2010.0,7.505294322967529
14,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2011.0,6.738875865936279
15,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2012.0,5.044378757476807
16,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2013.0,4.712374687194824
17,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2014.0,8.390096664428711
18,Sunlight Solar Energy ,98,1,61.0,566,"CO,CT,MA,OR",https://www.energysage.com/supplier/566/sunlight-solar-energy-inc/,sunlight solar energy,sunlight solar energy,2015.0,4.142701625823975
19,"Green Power Energy, LLC ",86,1,58.0,20054,"NJ,PA",https://www.energysage.com/supplier/20054/green-power-energy-llc/,green power energy,green power energy,2011.0,6.5
20,LuxLight Solar Energy ,84,1,58.0,20348,CA,https://www.energysage.com/supplier/20348/luxlight-solar-energy/,luxlight solar/ applied electric,,,
21,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2016.0,3.9335238933563232
22,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2017.0,3.5095787048339844
23,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2009.0,7.129629135131836
24,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2010.0,5.4146342277526855
25,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2011.0,5.520199775695801
26,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2012.0,4.61349630355835
27,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2013.0,4.285504341125488
28,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2014.0,3.815560817718506
29,Mass Renewables Inc. ,83,1,52.0,6507,MA,https://www.energysage.com/supplier/6507/mass-renewables-inc-0/,mass renewables,mass renewables,2015.0,5.5106048583984375
30,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2016.0,3.4832277297973633
31,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2017.0,2.528782844543457
32,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2008.0,8.149023056030273
33,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2009.0,8.341999053955078
34,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2010.0,5.744980335235596
35,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2012.0,3.71875
36,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2014.0,3.4211111068725586
37,GreenBrilliance LLC ,83,1,51.0,20457,"DC,MD,VA",https://www.energysage.com/supplier/20457/greenbrilliance-llc/,green brilliance,green brilliance,2015.0,3.5140480995178223
38,SUNWORKS ,56,1,50.0,20374,"CA,NV,OR",https://www.energysage.com/supplier/20374/sunworks/,sunworks power & electric,sunworks power & electric,2016.0,3.527336835861206
39,SUNWORKS ,56,1,50.0,20374,"CA,NV,OR",https://www.energysage.com/supplier/20374/sunworks/,sunworks power & electric,sunworks power & electric,2010.0,8.971147537231445
40,SUNWORKS ,56,1,50.0,20374,"CA,NV,OR",https://www.energysage.com/supplier/20374/sunworks/,sunworks power & electric,sunworks power & electric,2011.0,5.848704814910889
41,SUNWORKS ,56,1,50.0,20374,"CA,NV,OR",https://www.energysage.com/supplier/20374/sunworks/,sunworks power & electric,sunworks power & electric,2012.0,4.4012451171875
42,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2016.0,4.582026481628418
43,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2017.0,4.283436298370361
44,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2007.0,7.079607963562012
45,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2008.0,7.079607963562012
46,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2012.0,4.995720863342285
47,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2013.0,5.154196739196777
48,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2014.0,4.760302543640137
49,All Energy Solar ,97,1,48.0,20385,"IA,MA,MN,WI",https://www.energysage.com/supplier/20385/all-energy-solar/,all energy solar,all energy solar,2015.0,4.864099502563477
50,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2016.0,3.895169496536255
51,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2017.0,3.6247286796569824
52,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2008.0,10.114189147949219
53,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2009.0,8.085648536682129
54,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2010.0,6.5127387046813965
55,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2011.0,5.835855484008789
56,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2012.0,4.969767093658447
57,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2013.0,4.632447242736816
58,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2014.0,4.250046253204346
59,"Ross Solar, a ConEdison Solutions Company ",65,1,47.0,551,"CT,MA,NY",https://www.energysage.com/supplier/551/ross-solar-a-conedison-solutions-company/,ross solar group,ross solar group,2015.0,4.114959239959717
60,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2016.0,3.3316006660461426
61,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2017.0,2.8310606479644775
62,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2010.0,7.4998321533203125
63,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2011.0,8.383798599243164
64,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2012.0,4.047266483306885
65,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2013.0,4.122179985046387
66,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2014.0,3.2617743015289307
67,Eco Solar Solutions ,97,1,46.0,20334,"DE,MD",https://www.energysage.com/supplier/20334/eco-solar-solutions/,eco solar solutions,eco solar solutions,2015.0,3.1403238773345947
68,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2016.0,3.3062636852264404
69,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2017.0,2.5291099548339844
70,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2009.0,5.9557695388793945
71,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2010.0,5.933033466339111
72,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2011.0,6.111783027648926
73,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2012.0,4.556765556335449
74,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2013.0,3.9747347831726074
75,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2014.0,3.578800678253174
76,Solargaines ,96,1,46.0,6351,"DE,DC,MD",https://www.energysage.com/supplier/6351/solargaines/,solargaines,solargaines,2015.0,3.535637378692627
77,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2016.0,3.471391439437866
78,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2017.0,2.8533804416656494
79,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2009.0,6.629877090454102
80,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2010.0,6.892450332641602
81,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2011.0,6.209582805633545
82,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2012.0,4.7069783210754395
83,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2013.0,3.7797183990478516
84,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2014.0,3.6459662914276123
85,Solar Energy World ,97,1,45.0,20021,"DC,MD,NJ,PA",https://www.energysage.com/supplier/20021/solar-energy-world/,solar energy world,solar energy world,2015.0,4.007390022277832
86,Sumintra ,94,1,45.0,20161,"NJ,NY,PA",https://www.energysage.com/supplier/20161/sumintra/,sumintra,sumintra,2010.0,7.345103740692139
87,Sumintra ,94,1,45.0,20161,"NJ,NY,PA",https://www.energysage.com/supplier/20161/sumintra/,sumintra,sumintra,2011.0,6.819538116455078
88,Sumintra ,94,1,45.0,20161,"NJ,NY,PA",https://www.energysage.com/supplier/20161/sumintra/,sumintra,sumintra,2012.0,5.428460597991943
89,Sumintra ,94,1,45.0,20161,"NJ,NY,PA",https://www.energysage.com/supplier/20161/sumintra/,sumintra,sumintra,2013.0,3.8607444763183594
90,American Solar & Roofing ,90,1,42.0,20573,AZ,https://www.energysage.com/supplier/20573/american-solar-roofing,american solar and roofing,american solar and roofing,2016.0,3.554259777069092
91,American Solar & Roofing ,90,1,42.0,20573,AZ,https://www.energysage.com/supplier/20573/american-solar-roofing,american solar and roofing,american solar and roofing,2017.0,3.2796409130096436
92,Ailey Solar ,78,1,41.0,20545,IL,https://www.energysage.com/supplier/20545/ailey-solar/,ailey solar electric,,,
93,NuWatt Energy ,96,1,40.0,424,"CT,ME,MA,NH,NJ,RI,VT",https://www.energysage.com/supplier/424/nuwatt-energy/,nuwatt energy,nuwatt energy,2016.0,3.706000328063965
94,NuWatt Energy ,96,1,40.0,424,"CT,ME,MA,NH,NJ,RI,VT",https://www.energysage.com/supplier/424/nuwatt-energy/,nuwatt energy,nuwatt energy,2017.0,3.4703381061553955
95,NuWatt Energy ,96,1,40.0,424,"CT,ME,MA,NH,NJ,RI,VT",https://www.energysage.com/supplier/424/nuwatt-energy/,nuwatt energy,nuwatt energy,2011.0,6.640041828155518
96,NuWatt Energy ,96,1,40.0,424,"CT,ME,MA,NH,NJ,RI,VT",https://www.energysage.com/supplier/424/nuwatt-energy/,nuwatt energy,nuwatt energy,2013.0,4.699999809265137
97,NuWatt Energy ,96,1,40.0,424,"CT,ME,MA,NH,NJ,RI,VT",https://www.energysage.com/supplier/424/nuwatt-energy/,nuwatt energy,nuwatt energy,2014.0,3.6603775024414062
98,NuWatt Energy ,96,1,40.0,424,"CT,ME,MA,NH,NJ,RI,VT",https://www.energysage.com/supplier/424/nuwatt-energy/,nuwatt energy,nuwatt energy,2015.0,3.9892125129699707
99,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,ans solar,ans solar,2016.0,3.6858975887298584
100,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,ans solar,ans solar,2017.0,4.184808731079102
101,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,ans solar,ans solar,2015.0,4.531862735748291
102,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2016.0,4.946383476257324
103,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2017.0,3.537069320678711
104,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2010.0,6.000000476837158
105,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2011.0,5.599347114562988
106,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2012.0,6.209909439086914
107,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2013.0,5.30509090423584
108,AWS Solar ,84,1,40.0,20727,CA,https://www.energysage.com/supplier/20727/aws-solar/,aws electrical & solar,aws electrical & solar,2015.0,4.353951454162598
109,CM Solar Electric ,91,1,39.0,20668,CA,https://www.energysage.com/supplier/20668/cm-solar-electric/,cm solar electric,cm solar electric,2016.0,2.8324711322784424
110,CM Solar Electric ,91,1,39.0,20668,CA,https://www.energysage.com/supplier/20668/cm-solar-electric/,cm solar electric,cm solar electric,2017.0,3.1678872108459473
111,CM Solar Electric ,91,1,39.0,20668,CA,https://www.energysage.com/supplier/20668/cm-solar-electric/,cm solar electric,cm solar electric,2015.0,2.968975782394409
112,C-TEC Solar  ,76,1,39.0,20695,"CT,MA",https://www.energysage.com/supplier/20695/c-tec-solar/,c-tec solar,c-tec solar,2016.0,3.73576021194458
113,C-TEC Solar  ,76,1,39.0,20695,"CT,MA",https://www.energysage.com/supplier/20695/c-tec-solar/,c-tec solar,c-tec solar,2017.0,3.6256439685821533
114,C-TEC Solar  ,76,1,39.0,20695,"CT,MA",https://www.energysage.com/supplier/20695/c-tec-solar/,c-tec solar,c-tec solar,2012.0,4.625439167022705
115,C-TEC Solar  ,76,1,39.0,20695,"CT,MA",https://www.energysage.com/supplier/20695/c-tec-solar/,c-tec solar,c-tec solar,2013.0,4.1315155029296875
116,C-TEC Solar  ,76,1,39.0,20695,"CT,MA",https://www.energysage.com/supplier/20695/c-tec-solar/,c-tec solar,c-tec solar,2014.0,3.956084728240967
117,C-TEC Solar  ,76,1,39.0,20695,"CT,MA",https://www.energysage.com/supplier/20695/c-tec-solar/,c-tec solar,c-tec solar,2015.0,4.147369384765625
118,SunBlue Energy ,90,1,38.0,6520,NY,https://www.energysage.com/supplier/6520/sunblue-energy/,sunblue energy,sunblue energy,2016.0,4.25
119,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2016.0,4.208209991455078
120,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2017.0,3.582732915878296
121,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2005.0,9.423981666564941
122,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2006.0,9.622233390808105
123,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2007.0,8.553082466125488
124,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2008.0,8.497904777526855
125,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2009.0,7.658285617828369
126,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2010.0,6.359325408935547
127,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2011.0,5.920544147491455
128,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2012.0,5.667084693908691
129,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2013.0,4.699044227600098
130,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2014.0,3.465087890625
131,RGS Energy ,86,1,38.0,6200,"CA,CO,CT,HI,MA,NH,NJ,NY,RI,VT",https://www.energysage.com/supplier/6200/real-good-solar-energy/,rgs/real goods,rgs/real goods,2015.0,4.127540111541748
132,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2016.0,4.002232074737549
133,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2017.0,3.120136022567749
134,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2009.0,8.064241409301758
135,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2010.0,8.17772102355957
136,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2011.0,5.3318400382995605
137,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2012.0,3.783910036087036
138,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2013.0,4.2273430824279785
139,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2014.0,3.527881622314453
140,IES Texas Solar ,69,1,38.0,20101,TX,https://www.energysage.com/supplier/20101/ies-texas-solar/,ies residential,ies residential,2015.0,3.520310163497925
141,Hudson Solar ,96,1,37.0,20046,NY,https://www.energysage.com/supplier/20046/hudson-solar/,hudson solar,hudson solar,2013.0,4.71999454498291
142,Hudson Solar ,96,1,37.0,20046,NY,https://www.energysage.com/supplier/20046/hudson-solar/,hudson solar,hudson solar,2015.0,5.270040512084961
143,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2016.0,3.952972888946533
144,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2017.0,3.48423171043396
145,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2009.0,5.722853660583496
146,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2010.0,5.771827220916748
147,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2011.0,5.774197101593018
148,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2012.0,5.9484543800354
149,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2013.0,5.253831386566162
150,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2014.0,6.131959438323975
151,Suns Up Solar ,96,1,36.0,20672,CA,https://www.energysage.com/supplier/20672/suns-up-solar/,suns up solar,suns up solar,2015.0,4.055606842041016
152,GR8 Energy ,95,1,36.0,20712,CA,https://www.energysage.com/supplier/20712/gr8-energy/,gr8 energy,gr8 energy,2016.0,3.5151052474975586
153,GR8 Energy ,95,1,36.0,20712,CA,https://www.energysage.com/supplier/20712/gr8-energy/,gr8 energy,gr8 energy,2017.0,3.348219394683838
154,GR8 Energy ,95,1,36.0,20712,CA,https://www.energysage.com/supplier/20712/gr8-energy/,gr8 energy,gr8 energy,2015.0,3.556570529937744
155,ACE Solar ,95,1,36.0,20733,"MA,NH,RI",https://www.energysage.com/supplier/20733/ace-solar/,ace solar,,,
156,A&R Solar ,86,1,36.0,20128,"OR,WA",https://www.energysage.com/supplier/20128/ar-solar/,a & r solar,a & r solar,2016.0,4.538884162902832
157,A&R Solar ,86,1,36.0,20128,"OR,WA",https://www.energysage.com/supplier/20128/ar-solar/,a & r solar,a & r solar,2017.0,4.63664436340332
